Team1,Team2,Score1,Score2,Score
a,b,11,7
a,b,11,6
a,b,11,7
a,b,11,3
a,b,11,8
a,b,9,11
a,b,11,7
a,b,9,11
a,b,9,11
a,b,11,4
a,b,12,10
a,b,11,3
a,b,6,11
a,b,11,13
a,b,8,11
a,b,10,12
